epoch,step,test_loss,test_mAP,train_loss,train_mAP,val_loss,val_mAP
39,24999,,,18.251094818115234,0.08946976810693741,,
40,25624,,,,,18.320430755615234,0.0872790664434433
40,25624,,,18.251096725463867,0.08946976810693741,,
41,26249,,,,,18.32089614868164,0.0872790664434433
41,26249,,,18.25102424621582,0.08946976810693741,,
42,26874,,,,,18.320512771606445,0.0872790664434433
42,26874,,,18.250986099243164,0.08946976810693741,,
43,27499,,,,,18.322675704956055,0.0872790664434433
43,27499,,,18.25102424621582,0.08946976810693741,,
44,28124,,,,,18.321758270263672,0.0872790664434433
44,28124,,,18.25104522705078,0.08946976810693741,,
45,28749,,,,,18.321239471435547,0.0872790664434433
45,28749,,,18.25106430053711,0.08946976810693741,,
46,29374,,,,,18.321687698364258,0.0872790664434433
46,29374,,,18.250978469848633,0.08946976810693741,,
47,29999,,,,,18.320955276489258,0.0872790664434433
47,29999,,,18.251012802124023,0.08946976810693741,,
48,30624,,,,,18.321762084960938,0.0872790664434433
48,30624,,,18.250999450683594,0.08946976810693741,,
49,31249,,,,,18.320819854736328,0.0872790664434433
49,31249,,,18.2511043548584,0.08946976810693741,,
50,31874,,,,,18.321582794189453,0.0872790664434433
50,31874,,,18.250829696655273,0.08946976810693741,,
51,32499,,,,,18.320432662963867,0.0872790664434433
51,32499,,,18.25119972229004,0.08946976810693741,,
52,33124,,,,,18.32137680053711,0.0872790664434433
52,33124,,,18.250938415527344,0.08946976810693741,,
53,33749,,,,,18.3210506439209,0.0872790664434433
53,33749,,,18.25111961364746,0.08946976810693741,,
54,34374,,,,,18.320276260375977,0.0872790664434433
54,34374,,,18.251012802124023,0.08946976810693741,,
55,34999,,,,,18.322540283203125,0.0872790664434433
55,34999,,,18.25113868713379,0.08946976810693741,,
56,35624,,,,,18.320390701293945,0.0872790664434433
56,35624,,,18.250812530517578,0.08946976810693741,,
57,36249,,,,,18.320100784301758,0.0872790664434433
57,36249,,,18.25107192993164,0.08946976810693741,,
58,36874,,,,,18.320402145385742,0.0872790664434433
58,36874,,,18.250974655151367,0.08946976810693741,,
59,37499,,,,,18.320602416992188,0.0872790664434433
59,37499,,,18.251047134399414,0.08946976810693741,,
60,38124,,,,,18.32066535949707,0.0872790664434433
60,38124,,,18.250980377197266,0.08946976810693741,,
61,38749,,,,,18.320938110351562,0.0872790664434433
61,38749,,,18.2510929107666,0.08946976810693741,,
62,39374,,,,,18.32137680053711,0.0872790664434433
62,39374,,,18.250808715820312,0.08946976810693741,,
63,39999,,,,,18.319955825805664,0.0872790664434433
63,39999,,,18.25099754333496,0.08946976810693741,,
64,40624,,,,,18.320602416992188,0.0872790664434433
64,40624,,,18.25098419189453,0.08946976810693741,,
65,41249,,,,,18.319976806640625,0.0872790664434433
65,41249,,,18.251075744628906,0.08946976810693741,,
66,41874,,,,,18.320125579833984,0.0872790664434433
66,41874,,,18.25092887878418,0.08946976810693741,,
67,42499,,,,,18.321447372436523,0.0872790664434433
67,42499,,,18.251014709472656,0.08946976810693741,,
68,43124,,,,,18.32105255126953,0.0872790664434433
68,43124,,,18.251062393188477,0.08946976810693741,,
69,43749,,,,,18.322296142578125,0.0872790664434433
69,43749,,,18.2509765625,0.08946976810693741,,
70,44374,,,,,18.320816040039062,0.0872790664434433
70,44374,,,18.25090789794922,0.08946976810693741,,
71,44999,,,,,18.32160186767578,0.0872790664434433
71,44999,,,18.250898361206055,0.08946976810693741,,
72,45624,,,,,18.320894241333008,0.0872790664434433
72,45624,,,18.251056671142578,0.08946976810693741,,
73,46249,,,,,18.319555282592773,0.0872790664434433
73,46249,,,18.25118637084961,0.08946976810693741,,
74,46874,,,,,18.320310592651367,0.0872790664434433
74,46874,,,18.25088882446289,0.08946976810693741,,
75,47499,,,,,18.32010269165039,0.0872790664434433
75,47499,,,18.251100540161133,0.08946976810693741,,
76,48124,,,,,18.321434020996094,0.0872790664434433
76,48124,,,18.250980377197266,0.08946976810693741,,
77,48749,,,,,18.319881439208984,0.0872790664434433
77,48749,,,18.250843048095703,0.08946976810693741,,
78,49374,,,,,18.319852828979492,0.0872790664434433
78,49374,,,18.250972747802734,0.08946976810693741,,
79,49999,,,,,18.31968116760254,0.0872790664434433
79,49999,,,18.251079559326172,0.08946976810693741,,
80,50624,,,,,18.32053565979004,0.0872790664434433
80,50624,,,18.251113891601562,0.08946976810693741,,
81,51249,,,,,18.320148468017578,0.0872790664434433
81,51249,,,18.2508487701416,0.08946976810693741,,
82,51874,,,,,18.320552825927734,0.0872790664434433
82,51874,,,18.251131057739258,0.08946976810693741,,
83,52499,,,,,18.319412231445312,0.0872790664434433
83,52499,,,18.251041412353516,0.08946976810693741,,
84,53124,,,,,18.320453643798828,0.0872790664434433
84,53124,,,18.250713348388672,0.08946976810693741,,
85,53749,,,,,18.3198299407959,0.0872790664434433
85,53749,,,18.250783920288086,0.08946976810693741,,
86,54374,,,,,18.322843551635742,0.0872790664434433
86,54374,,,18.25107765197754,0.08946976810693741,,
87,54999,,,,,18.32183074951172,0.0872790664434433
87,54999,,,18.250965118408203,0.08946976810693741,,
88,55624,,,,,18.321331024169922,0.0872790664434433
88,55624,,,18.25105094909668,0.08946976810693741,,
89,56249,,,,,18.320493698120117,0.0872790664434433
89,56249,,,18.25098991394043,0.08946976810693741,,
90,56874,,,,,18.32067108154297,0.0872790664434433
90,56874,,,18.250934600830078,0.08946976810693741,,
91,57499,,,,,18.32221221923828,0.0872790664434433
91,57499,,,18.250843048095703,0.08946976810693741,,
92,58124,,,,,18.320480346679688,0.0872790664434433
92,58124,,,18.25086784362793,0.08946976810693741,,
93,58749,,,,,18.321245193481445,0.0872790664434433
93,58749,,,18.250959396362305,0.08946976810693741,,
94,59374,,,,,18.321489334106445,0.0872790664434433
94,59374,,,18.250904083251953,0.08946976810693741,,
95,59999,,,,,18.320568084716797,0.0872790664434433
95,59999,,,18.251022338867188,0.08946976810693741,,
96,60624,,,,,18.320621490478516,0.0872790664434433
96,60624,,,18.250837326049805,0.08946976810693741,,
97,61249,,,,,18.319644927978516,0.0872790664434433
97,61249,,,18.251279830932617,0.08946976810693741,,
98,61874,,,,,18.319978713989258,0.0872790664434433
98,61874,,,18.251081466674805,0.08946976810693741,,
99,62499,,,,,18.320951461791992,0.0872790664434433
99,62499,,,18.25118064880371,0.08946976810693741,,
100,62500,,,,,18.320951461791992,0.0872790664434433
100,62500,18.222436904907227,0.09079069644212723,,,,
